-------------------------------------------------------------
scoreFunc = NRMS, Minimization runtime = 429.855 sec
Parameter              Initial Value     Final Value          Ratio 
CaM_bind_AC1.Kd            8.931e-06       6.351e-06          0.7111
CaM_bind_AC1.tau             0.01102         0.01127          1.0230
Gs_bind_AC2.Kd             4.292e-06       1.644e-06          0.3830
Gs_bind_AC2.tau             0.005243        0.007824          1.4924
Gs_bind_AC1.Kd             4.416e-05       1.856e-05          0.4203
Gs_bind_AC1.tau               0.0313         0.03513          1.1226
Gs_bind_AC2p.Kd            1.863e-06       2.481e-06          1.3320
Gs_bind_AC2p.tau            0.001804        0.001456          0.8069
CaM_bind_PDE1.Kd           3.605e-06       3.907e-06          1.0837
CaM_PDE1_enz.Km               0.0277         0.03363          1.2141
CaM_PDE1_enz.kcat              10.71           11.86          1.1079
cAMP_PDE1_enz.Km            0.003071        0.003286          1.0701
cAMP_PDE1_enz.kcat             13.81           18.38          1.3314
cAMP_PDE_p_enz.Km           0.002586          0.0021          0.8123
cAMP_PDE_p_enz.kcat            39.94           26.41          0.6611
phosph_PDE.Km              0.0004662       0.0008852          1.8987
phosph_PDE.kcat                 6.22           6.398          1.0286
dephosph_PDE.Kf              0.07744         0.08166          1.0546
cAMP_bind_site_B1.Kd       0.0009372       0.0004311          0.4600
cAMP_bind_site_B1.tau        0.007241        0.006396          0.8833
cAMP_bind_site_B2.Kd       0.0003524        0.000131          0.3717
cAMP_bind_site_B2.tau         0.00915         0.00842          0.9202
cAMP_bind_site_A1.Kd        0.002774        0.001556          0.5610
cAMP_bind_site_A1.tau        0.006715        0.006997          1.0419
cAMP_bind_site_A2.Kd       0.0006177       0.0003868          0.6262
cAMP_bind_site_A2.tau        0.006335        0.005187          0.8189
Release_C1.Kd                    327           313.4          0.9586
Release_C1.tau               0.01325         0.00949          0.7160
Release_C2.Kd                  681.2           282.5          0.4147
Release_C2.tau                 0.016         0.00892          0.5576

File                                       initScore  finalScore      weight
Crouch1980_Fig1.json                         0.23510     0.10610     100.000
Crouch1980_Table1.json                       0.79826     0.54173      30.000
Feinstein1991_Fig4_AC1.json                  0.44604     0.39452     100.000
Feinstein1991_Fig5.json                      0.32562     0.25937     100.000
Hasler1992_Fig4C.json                        0.37031     0.29357      67.000
Heubach2004_Table1.json                      0.06171     0.06170      67.000
January1997_Fig1A.json                       0.19198     0.10261     100.000
Klee1978.json                                0.58222     0.57759      30.000
Laliberte2002_Fig1.json                      0.71125     0.70749      30.000
Peersen1997_Fig1.json                        0.13115     0.05641     100.000
Porumb1994_Table3.json                       0.68405     0.46670      30.000
Ransnas1992_Fig1A.json                       0.42662     0.41290      34.000
Ransnas1992_Fig1B.json                       0.28053     0.15211      34.000
Sette1994_Fig4BwithInhibitor.json            0.11827     0.06904      45.000
Sette1994_Fig4BwoInhibitor.json              0.04239     0.06780      45.000
Sette1996_Fig2B.json                         0.22285     0.22284     100.000
Shifman2006_Table2.json                      0.65472     0.52107      30.000
Smigel1986_Fig3_with_bg.json                 0.60119     0.52026      34.000
Smigel1986_Fig7_with_bg.json                 0.17652     0.17513     100.000
Solberg1994_Fig7.json                        0.31777     0.22083      43.000
Stemmer1994_Table3.json                      0.83597     0.64556      30.000
Suzuki1991_Fig2.json                         0.35867     0.22857     100.000
Tang1991_Fig3A.json                          0.10797     0.10673     100.000
Tang1991_Fig3B.json                          0.30139     0.23170     100.000
Tran2007_Fig2B.json                          0.19431     0.06808     100.000
Wolter2011_Fig2A.json                        0.29659     0.17091      37.000
Yuan1994_Fig2.json                           0.31869     0.23859     100.000

Init score = 0.3492, final = 0.2753
