-------------------------------------------------------------
scoreFunc = NRMS, Minimization runtime = 28.337 sec
Parameter              Initial Value     Final Value          Ratio 
Gs_bind_AC2.Kd                 2e-06       2.595e-06          1.2975
Gs_bind_AC2.tau             0.001996        0.001308          0.6555
Gs_bind_AC1.Kd             7.936e-06       7.287e-06          0.9181
Gs_bind_AC1.tau             0.007874        0.006107          0.7756
Gs_bind_AC2p.Kd              1.2e-06       1.216e-06          1.0133
Gs_bind_AC2p.tau            0.001199        0.001216          1.0146
CaM_bind_PDE1.Kd           6.944e-06       6.942e-06          0.9996
CaM_PDE1_enz.Km              0.03463         0.03463          1.0000
CaM_PDE1_enz.kcat                  7           7.003          1.0004
cAMP_PDE1_enz.Km            0.002399          0.0024          1.0003
cAMP_PDE1_enz.kcat                10              10          1.0000
cAMP_PDE_p_enz.Km           0.002071        0.002071          1.0001
cAMP_PDE_p_enz.kcat               20              20          1.0000
phosph_PDE.Km               0.000408        0.000408          1.0001
phosph_PDE.kcat                  2.7             2.7          1.0000
dephosph_PDE.Kf                  0.1             0.1          1.0000
cAMP_bind_site_B1.Kd       0.0006111       0.0004095          0.6700
cAMP_bind_site_B1.tau         0.01149         0.01168          1.0163
cAMP_bind_site_B2.Kd       0.0006111       0.0003966          0.6490
cAMP_bind_site_B2.tau         0.01149         0.01078          0.9376
cAMP_bind_site_A1.Kd        0.001467       0.0009855          0.6719
cAMP_bind_site_A1.tau        0.005405        0.002591          0.4794
cAMP_bind_site_A2.Kd       0.0004333       0.0005571          1.2856
cAMP_bind_site_A2.tau        0.009302          0.0094          1.0105
Release_C1.Kd                    300           195.6          0.6519
Release_C1.tau               0.01282        0.009042          0.7053
Release_C2.Kd                    300           260.3          0.8676
Release_C2.tau               0.01282        0.005919          0.4617

File                                       initScore  finalScore      weight
Crouch1980_Fig1.json                         0.12144     0.11802     100.000
Crouch1980_Table1.json                       0.62661     0.61657      30.000
Feinstein1991_Fig4_AC1.json                  0.42334     0.42460     100.000
Feinstein1991_Fig5.json                      0.26959     0.27193     100.000
Hasler1992_Fig4C.json                        0.36963     0.28360      67.000
Heubach2004_Table1.json                      0.06170     0.06170      67.000
January1997_Fig1A.json                       0.12565     0.12493     100.000
Klee1978.json                                0.66861     0.66851      30.000
Laliberte2002_Fig1.json                      0.71859     0.71857      30.000
Peersen1997_Fig1.json                        0.05021     0.04727     100.000
Porumb1994_Table3.json                       0.65279     0.67648      30.000
Ransnas1992_Fig1A.json                       0.35314     0.41633      34.000
Ransnas1992_Fig1B.json                       0.15836     0.14238      34.000
Sette1994_Fig4BwithInhibitor.json            0.06612     0.06613      45.000
Sette1994_Fig4BwoInhibitor.json              0.07016     0.07016      45.000
Sette1996_Fig2B.json                         0.22283     0.22281     100.000
Shifman2006_Table2.json                      0.66639     0.68744      30.000
Smigel1986_Fig3_with_bg.json                 0.59841     0.60178      34.000
Smigel1986_Fig7_with_bg.json                 0.17524     0.17602     100.000
Solberg1994_Fig7.json                        0.27798     0.21217      43.000
Stemmer1994_Table3.json                      0.61004     0.63037      30.000
Suzuki1991_Fig2.json                         0.31648     0.27083     100.000
Tang1991_Fig3A.json                          0.10396     0.10373     100.000
Tang1991_Fig3B.json                          0.24310     0.24548     100.000
Tran2007_Fig2B.json                          0.21463     0.21821     100.000
Wolter2011_Fig2A.json                        0.29184     0.26447      37.000
Yuan1994_Fig2.json                           0.30531     0.26737     100.000

Init score = 0.3166, final = 0.3109
